transaction_id,user_id,merchant_id,transaction_amount,transaction_status,transaction_date,bank_name
T514913,U043,M027,31047.59,Success,2025-07-13 09:51:51.310117,Axis
T445549,U057,M011,21587.75,Success,2025-07-15 07:12:23.310446,Axis
T782661,U077,M005,15091.72,Failed,2025-06-23 21:48:51.310776,ICICI
T829066,U026,M016,15777.75,Success,2025-06-04 00:11:44.311103,Axis
T434640,U038,M024,34778.39,Success,2025-06-13 00:21:36.311431,SBI
T703853,U032,M011,18865.16,Success,2025-07-14 14:48:01.311759,Kotak
T924040,U051,M012,5783.0,Success,2025-06-20 02:05:49.312089,HDFC
T309505,U076,M018,9078.37,Success,2025-07-09 20:54:34.312419,SBI
T676820,U004,M024,23134.95,Success,2025-07-04 02:50:42.312771,SBI
T319832,U057,M026,14637.43,Success,2025-07-02 14:39:12.313136,Axis
T172518,U053,M022,25015.23,Success,2025-06-26 20:00:36.313482,HDFC
T417543,U031,M009,32967.28,Success,2025-07-04 18:51:06.313815,ICICI
T543681,U049,M003,22508.43,Success,2025-06-23 09:31:01.314144,SBI
T602514,U075,M013,26764.93,Success,2025-07-25 00:07:52.314470,Axis
T825309,U054,M018,1934.58,Success,2025-05-31 05:59:40.314798,HDFC
T835716,U069,M020,31945.2,Success,2025-05-04 14:15:09.315128,HDFC
T214682,U099,M008,32914.32,Success,2025-05-30 19:27:38.315455,Kotak
T274418,U083,M020,2310.41,Failed,2025-06-27 23:15:42.315791,HDFC
T810380,U083,M013,48343.88,Success,2025-05-28 12:54:23.316122,HDFC
T934908,U056,M004,626.33,Success,2025-05-21 11:08:03.316464,HDFC
T332785,U066,M024,25988.01,Failed,2025-06-21 16:56:09.316802,SBI
T821068,U074,M008,22344.35,Failed,2025-06-03 07:38:20.317174,Axis
T585556,U099,M022,29470.64,Success,2025-06-13 22:24:00.317522,Kotak
T258067,U045,M001,24190.28,Success,2025-05-25 00:38:14.317865,Axis
T536181,U011,M004,41582.76,Success,2025-07-06 05:36:17.318200,HDFC
T248557,U045,M010,17219.03,Success,2025-07-11 11:42:42.318530,Axis
T316916,U067,M016,17480.18,Success,2025-05-05 19:42:30.318857,Axis
T559450,U093,M023,22677.11,Success,2025-05-02 20:45:28.319186,Axis
T414849,U006,M026,35567.87,Success,2025-04-28 12:51:26.319556,Kotak
T990429,U044,M021,5557.2,Success,2025-07-13 00:28:55.319898,Axis
T272337,U095,M008,25848.1,Success,2025-06-18 22:16:28.320231,Axis
T267914,U043,M018,21375.83,Success,2025-06-10 04:53:40.320579,Axis
T343118,U052,M021,9304.14,Success,2025-06-27 12:39:15.320914,HDFC
T789237,U056,M013,1556.69,Failed,2025-06-24 23:12:11.321298,HDFC
T306909,U058,M019,21534.69,Success,2025-04-26 18:35:58.321639,Kotak
T838968,U028,M007,13989.41,Success,2025-07-03 16:06:33.321971,Axis
T948014,U009,M019,5177.43,Success,2025-07-20 00:05:21.322303,ICICI
T662968,U024,M012,16366.65,Success,2025-06-09 18:24:00.322636,ICICI
T219490,U034,M022,43145.56,Success,2025-06-16 13:53:43.322978,Kotak
T770153,U041,M020,19493.1,Success,2025-06-03 10:55:26.323311,HDFC
T715519,U015,M012,17664.05,Success,2025-06-09 19:07:21.323643,HDFC
T747351,U023,M027,33712.08,Success,2025-07-13 01:47:40.323971,Kotak
T411893,U079,M019,4329.12,Success,2025-05-09 08:21:04.324301,Kotak
T428399,U016,M008,15338.46,Success,2025-05-14 02:45:17.324651,Kotak
T491439,U089,M005,25590.16,Success,2025-06-05 22:47:52.324982,HDFC
T725397,U018,M019,19247.13,Failed,2025-05-14 09:04:03.325356,ICICI
T610310,U082,M018,34702.3,Success,2025-06-27 23:47:42.325691,ICICI
T281649,U072,M006,24533.14,Success,2025-05-09 23:08:41.326022,HDFC
T296187,U041,M027,22604.95,Success,2025-05-01 13:09:12.326349,HDFC
T476479,U002,M016,6913.08,Failed,2025-07-14 11:49:15.326678,HDFC
T502594,U072,M017,32688.18,Success,2025-06-05 01:34:56.327006,HDFC
T817956,U063,M014,35536.1,Success,2025-06-08 10:28:47.327342,Kotak
T612438,U022,M003,28313.35,Success,2025-07-12 14:46:01.327787,Axis
T898025,U029,M010,1731.48,Success,2025-05-18 04:09:12.328139,Kotak
T663723,U037,M006,39058.94,Success,2025-06-20 06:17:28.328490,Axis
T878586,U099,M025,24816.14,Success,2025-06-14 22:29:40.328831,Kotak
T218710,U074,M004,13467.66,Success,2025-06-18 01:45:33.329213,Axis
T963274,U047,M018,41148.29,Success,2025-04-30 09:11:23.329561,Axis
T896922,U093,M015,27363.03,Success,2025-06-06 14:54:45.329893,Axis
T207391,U095,M027,32718.22,Success,2025-05-20 09:01:14.330224,Axis
T412170,U005,M015,13214.48,Success,2025-07-19 01:18:03.330562,HDFC
T956401,U012,M015,43277.99,Failed,2025-05-07 17:45:34.330895,ICICI
T913308,U031,M007,40554.07,Success,2025-06-22 10:11:32.331224,ICICI
T822608,U045,M028,35566.62,Success,2025-06-26 18:41:33.331553,Axis
T548965,U022,M020,7047.82,Success,2025-05-16 09:41:20.331882,Axis
T953047,U027,M026,3061.96,Success,2025-05-30 09:41:22.332211,Kotak
T658136,U036,M020,26984.55,Success,2025-05-27 18:23:52.332557,ICICI
T838253,U038,M010,28679.51,Success,2025-07-18 15:33:15.332913,SBI
T639403,U087,M027,4851.74,Success,2025-07-08 04:04:34.333383,Kotak
T923856,U053,M030,3058.37,Success,2025-05-23 06:26:27.333749,HDFC
T787757,U017,M023,43317.33,Success,2025-05-20 14:01:13.334089,SBI
T253347,U092,M011,41441.24,Success,2025-07-09 06:35:32.334421,Kotak
T984532,U087,M013,24523.99,Success,2025-06-21 09:43:45.334752,Kotak
T763121,U035,M021,20769.83,Success,2025-06-09 05:26:50.335081,ICICI
T179184,U082,M026,44018.24,Success,2025-05-05 09:09:24.335413,ICICI
T522419,U066,M024,13983.46,Success,2025-07-20 12:31:40.335740,SBI
T486999,U059,M016,16431.74,Success,2025-04-26 13:59:34.336069,HDFC
T911739,U094,M003,36573.5,Success,2025-06-09 20:29:40.336398,SBI
T765678,U086,M023,17975.31,Success,2025-05-02 11:48:05.336748,Axis
T934328,U069,M013,10969.71,Success,2025-06-07 01:22:16.337123,HDFC
T964915,U028,M016,13499.99,Success,2025-07-15 18:24:38.337477,Axis
T397368,U044,M018,28938.89,Success,2025-06-20 07:26:13.337830,Axis
T993829,U063,M026,17252.61,Success,2025-07-01 14:41:29.338193,Kotak
T899281,U007,M002,5068.78,Success,2025-07-11 10:49:32.338535,ICICI
T977345,U059,M001,6299.44,Success,2025-07-18 14:42:12.338868,HDFC
T265657,U057,M015,133.73,Success,2025-06-06 21:04:29.339197,Axis
T312146,U089,M030,6682.46,Failed,2025-06-28 10:50:00.339527,HDFC
T416528,U021,M028,46643.01,Success,2025-05-22 22:44:30.339858,SBI
T197874,U084,M012,12594.42,Success,2025-06-01 10:41:20.340190,SBI
T796787,U084,M006,2684.19,Success,2025-06-26 01:59:38.340535,SBI
T420349,U093,M023,37786.08,Success,2025-06-07 00:24:39.340870,Axis
T787326,U012,M023,4849.67,Success,2025-05-17 01:32:15.341251,ICICI
T599968,U010,M005,29724.61,Success,2025-06-15 18:37:23.341592,ICICI
T813013,U057,M001,502.32,Failed,2025-05-29 16:48:57.341922,Axis
T956800,U016,M028,21173.47,Success,2025-05-09 04:13:14.342252,Kotak
T600905,U010,M008,19215.19,Success,2025-07-06 07:01:56.342582,ICICI
T945106,U014,M004,15736.24,Failed,2025-07-20 21:05:00.342909,ICICI
T413791,U018,M013,38695.68,Success,2025-07-08 11:12:54.343283,ICICI
T239613,U083,M022,7228.37,Failed,2025-06-16 20:24:14.343621,HDFC
T690653,U002,M020,32536.01,Success,2025-06-08 01:44:10.343953,HDFC
T468247,U093,M007,31441.19,Success,2025-05-11 00:57:27.344284,Axis
T531709,U079,M022,22174.96,Success,2025-05-17 10:26:49.344633,Kotak
T190898,U013,M005,37647.04,Success,2025-06-22 14:02:13.344974,Kotak
T865470,U050,M012,48166.11,Success,2025-05-26 21:04:36.345361,Axis
T929504,U018,M008,13920.69,Success,2025-05-04 12:32:38.345699,ICICI
T360221,U071,M020,30040.39,Success,2025-06-24 08:01:29.346031,HDFC
T398761,U100,M023,1438.54,Failed,2025-07-17 14:02:47.346362,Axis
T790388,U039,M007,25935.68,Success,2025-06-14 19:30:14.346695,SBI
T297810,U096,M013,14847.55,Success,2025-05-01 15:23:08.347046,ICICI
T921875,U031,M016,19355.69,Success,2025-05-19 17:59:29.347395,ICICI
T623850,U082,M020,3643.5,Success,2025-07-21 15:06:30.347727,ICICI
T112653,U047,M030,15891.99,Success,2025-06-02 21:37:43.348056,Axis
T979727,U073,M014,18334.08,Success,2025-07-01 15:36:02.348385,SBI
T281162,U098,M016,47727.2,Success,2025-07-10 03:18:56.348733,HDFC
T176537,U003,M019,3469.88,Success,2025-05-21 19:09:58.349097,Axis
T326222,U006,M030,3117.4,Success,2025-07-11 23:24:33.349454,Kotak
T517307,U065,M010,31465.68,Success,2025-06-13 23:45:32.349790,ICICI
T904373,U054,M014,35120.35,Success,2025-05-04 08:18:03.350121,HDFC
T771652,U069,M018,30840.75,Success,2025-05-23 06:46:37.350452,HDFC
T187657,U040,M003,25614.1,Failed,2025-05-16 01:42:53.350780,Kotak
T947312,U020,M018,16404.84,Success,2025-06-22 06:43:40.351109,SBI
T765105,U098,M027,32526.99,Success,2025-06-27 18:53:20.351439,HDFC
T169326,U040,M023,21930.55,Success,2025-07-17 12:38:38.351768,Kotak
T350229,U008,M008,4402.02,Success,2025-06-07 12:39:01.352109,Axis
T221620,U059,M020,30480.74,Failed,2025-05-26 08:55:42.352456,HDFC
T798435,U095,M022,37058.84,Success,2025-05-07 22:33:09.352795,Axis
T113280,U091,M005,35104.83,Success,2025-05-12 05:59:16.353206,SBI
T620526,U045,M017,25909.42,Success,2025-07-15 04:48:36.353562,Axis
T855777,U034,M006,18656.28,Success,2025-07-08 03:20:09.353896,Kotak
T919067,U035,M024,44332.1,Failed,2025-07-10 05:47:35.354230,ICICI
T130782,U043,M026,21523.3,Success,2025-06-16 04:53:56.354561,Axis
T166974,U034,M023,48755.02,Success,2025-06-26 06:29:15.354890,Kotak
T180813,U064,M015,25588.02,Success,2025-05-01 17:24:45.355221,HDFC
T623879,U073,M006,18447.62,Success,2025-05-21 02:41:37.355549,SBI
T910894,U014,M029,28738.22,Success,2025-07-05 12:25:33.355875,ICICI
T220936,U030,M024,25490.36,Failed,2025-04-30 14:50:45.356205,Kotak
T112884,U032,M002,23641.05,Failed,2025-06-02 12:38:13.356559,Kotak
T257375,U023,M030,48021.07,Success,2025-04-29 18:38:00.356897,Kotak
T679720,U092,M024,32819.59,Success,2025-05-18 03:23:19.357273,Kotak
T437433,U032,M014,45801.15,Success,2025-05-27 09:43:59.357612,Kotak
T384434,U010,M019,18703.13,Success,2025-06-14 02:04:13.357943,ICICI
T806033,U007,M006,11236.93,Success,2025-06-15 10:04:15.358290,ICICI
T148159,U052,M003,43861.86,Success,2025-07-19 10:13:53.358625,HDFC
T396020,U100,M028,15603.82,Failed,2025-05-04 17:31:23.358954,Axis
T679958,U059,M001,18509.08,Success,2025-05-24 15:41:45.359284,HDFC
T691194,U039,M024,31173.6,Success,2025-06-10 09:15:28.359624,SBI
T486162,U076,M016,49889.58,Success,2025-07-10 16:10:32.359957,SBI
T304915,U094,M029,27373.31,Success,2025-07-12 14:58:59.360286,SBI
T357034,U020,M001,46626.64,Success,2025-04-28 15:56:42.360635,SBI
T344315,U070,M012,31833.5,Success,2025-07-02 16:06:39.360967,Axis
T110060,U043,M001,37970.56,Success,2025-06-01 21:00:51.361341,Axis
T990247,U095,M024,15444.78,Success,2025-05-16 06:22:04.361676,Axis
T655550,U031,M014,24652.24,Success,2025-05-02 03:47:45.362004,ICICI
T249289,U092,M009,4742.03,Success,2025-07-24 18:57:18.362333,Kotak
T342716,U067,M014,35072.26,Success,2025-06-01 12:11:58.362662,Axis
T580728,U096,M003,29080.45,Success,2025-06-14 09:57:44.362990,ICICI
T239999,U082,M027,19778.13,Success,2025-06-22 19:26:50.363357,ICICI
T695403,U008,M014,33155.95,Success,2025-05-09 00:48:09.363703,Axis
T348273,U038,M009,42560.59,Success,2025-07-25 06:03:51.364036,SBI
T939717,U051,M023,41611.8,Success,2025-05-28 00:27:05.364367,HDFC
T433507,U058,M009,11757.2,Success,2025-05-16 00:35:05.364720,Kotak
T242723,U100,M025,29276.93,Success,2025-05-11 10:21:47.365081,Axis
T210790,U022,M015,23356.15,Success,2025-06-04 19:28:23.365429,Axis
T226601,U069,M012,48235.27,Success,2025-05-16 12:03:27.365761,HDFC
T573869,U040,M015,13323.9,Success,2025-05-07 23:38:56.366092,Kotak
T194813,U021,M026,34334.14,Success,2025-07-15 13:51:02.366432,SBI
T838936,U090,M020,2112.46,Success,2025-07-16 12:04:34.366772,ICICI
T998182,U042,M005,4651.52,Success,2025-05-20 10:37:19.367104,Kotak
T473023,U051,M017,2542.64,Success,2025-05-25 08:34:46.367433,HDFC
T372804,U023,M001,47609.62,Success,2025-07-18 07:35:44.367762,Kotak
T574167,U072,M024,27551.03,Success,2025-05-05 12:57:22.368092,HDFC
T584487,U014,M026,39711.11,Success,2025-05-08 03:14:12.368461,ICICI
T112537,U008,M027,39069.9,Success,2025-05-17 22:11:57.368801,Axis
T237064,U026,M027,20089.03,Success,2025-07-01 23:23:27.369170,Axis
T760914,U083,M003,29157.96,Success,2025-05-21 11:19:33.369571,HDFC
T952227,U010,M001,49858.36,Success,2025-05-15 13:01:19.369919,ICICI
T777366,U057,M026,6526.7,Failed,2025-07-23 05:12:53.370255,Axis
T988432,U043,M004,2230.55,Success,2025-06-10 02:25:34.370588,Axis
T153097,U022,M030,28736.82,Success,2025-07-15 02:53:45.370917,Axis
T859620,U051,M016,1571.17,Success,2025-07-01 16:13:54.371248,HDFC
T547389,U023,M012,10814.33,Failed,2025-05-14 12:19:26.371662,Kotak
T388339,U036,M015,44182.85,Success,2025-04-29 16:58:09.372027,ICICI
T743937,U080,M020,12364.66,Success,2025-05-24 23:52:30.372362,HDFC
T623125,U053,M029,27579.36,Success,2025-05-02 06:19:18.372719,HDFC
T191982,U036,M013,6948.08,Success,2025-05-15 17:00:02.373052,ICICI
T773870,U068,M008,31574.64,Success,2025-07-13 05:25:02.373465,ICICI
T670065,U003,M013,39117.6,Success,2025-05-31 05:01:19.373813,Axis
T602985,U070,M026,24285.51,Success,2025-07-23 22:55:18.374158,Axis
T693128,U065,M011,19480.23,Success,2025-05-13 19:13:53.374539,ICICI
T127329,U041,M020,11029.11,Success,2025-07-22 07:30:48.374880,HDFC
T950069,U100,M009,3023.7,Success,2025-06-11 03:20:04.375213,Axis
T655149,U046,M025,29241.05,Success,2025-05-18 22:36:19.375547,Axis
T267378,U013,M008,32877.53,Success,2025-05-22 05:16:59.375877,Kotak
T659614,U095,M002,38226.08,Success,2025-05-17 15:29:46.376219,Axis
T703656,U050,M012,46766.78,Success,2025-07-17 09:44:15.376573,Axis
T282150,U023,M008,29666.72,Success,2025-07-13 14:50:10.376908,Kotak
T873959,U090,M012,45707.6,Success,2025-04-29 01:57:22.377287,ICICI
T837623,U090,M012,47383.18,Success,2025-06-20 01:31:42.377626,ICICI
T249005,U073,M007,41851.17,Success,2025-07-14 00:36:06.377957,SBI
T616137,U070,M010,8860.28,Success,2025-04-30 00:41:31.378289,Axis
T194641,U008,M008,30122.97,Success,2025-04-28 06:39:57.378620,Axis
T652021,U062,M001,16653.53,Failed,2025-06-24 23:16:04.378950,HDFC
T311250,U017,M011,35875.19,Success,2025-07-24 13:08:40.379279,SBI
T941403,U042,M002,1193.45,Success,2025-06-22 07:07:43.379609,Kotak
T838927,U019,M025,5634.94,Success,2025-06-16 10:35:10.379938,HDFC
T482614,U010,M012,35256.45,Success,2025-06-29 15:07:38.380267,ICICI
T514812,U076,M004,16894.4,Failed,2025-05-27 15:57:00.380621,SBI
T243079,U021,M024,47439.81,Success,2025-07-12 05:21:25.380967,SBI
T770318,U063,M021,15932.44,Success,2025-07-04 00:05:09.381426,Kotak
T689275,U089,M029,46449.38,Success,2025-07-11 18:03:14.381778,HDFC
T474158,U029,M022,29488.61,Failed,2025-05-13 08:49:45.382112,Kotak
T496764,U040,M024,34456.07,Success,2025-05-08 16:58:24.382445,Kotak
T286340,U094,M001,47444.53,Success,2025-06-20 23:01:55.382774,SBI
T510623,U099,M019,1715.9,Failed,2025-06-23 19:53:51.383102,Kotak
T433674,U079,M008,32018.37,Failed,2025-05-06 10:49:28.383446,Kotak
T620287,U019,M011,37292.63,Success,2025-05-19 10:48:03.383807,HDFC
T463656,U041,M006,31845.72,Success,2025-05-04 22:58:36.384141,HDFC
T961574,U091,M022,31991.22,Success,2025-07-21 10:16:57.384489,SBI
T452058,U058,M001,13334.1,Success,2025-05-20 13:42:09.384828,Kotak
T826847,U009,M012,12907.23,Success,2025-05-06 19:58:08.385200,ICICI
T855408,U001,M002,19358.26,Success,2025-07-06 11:16:33.385542,Axis
T540038,U022,M029,20759.56,Success,2025-07-20 22:54:17.385953,Axis
T497108,U045,M018,18829.84,Success,2025-07-15 19:29:25.386338,Axis
T602780,U074,M021,37936.35,Success,2025-05-18 05:52:34.386678,Axis
T270557,U058,M003,39979.81,Success,2025-04-29 14:05:15.387009,Kotak
T409234,U003,M011,13130.27,Failed,2025-05-06 12:15:26.387338,Axis
T177804,U044,M006,44407.77,Success,2025-05-11 23:09:53.387667,Axis
T867541,U010,M018,47097.52,Success,2025-05-05 09:10:47.387996,ICICI
T454366,U077,M020,44671.99,Success,2025-07-03 17:50:42.388326,ICICI
T132498,U056,M021,8333.36,Success,2025-07-21 17:30:20.388678,HDFC
T555292,U021,M002,5152.76,Success,2025-05-16 07:11:51.389022,SBI
T299212,U053,M023,27750.21,Success,2025-07-25 04:58:23.389409,HDFC
T865433,U070,M009,33063.83,Success,2025-05-25 05:13:26.389744,Axis
T349087,U013,M002,19705.82,Success,2025-06-18 17:02:13.390076,Kotak
T980651,U063,M005,2819.79,Success,2025-04-26 17:07:16.390407,Kotak
T548377,U012,M010,41212.48,Success,2025-06-26 00:47:51.390736,ICICI
T729371,U062,M007,4939.65,Failed,2025-05-16 10:27:56.391065,HDFC
T279130,U082,M010,48855.18,Success,2025-06-11 07:43:47.391397,ICICI
T984756,U015,M010,39265.34,Success,2025-06-11 01:36:37.391726,HDFC
T612855,U085,M009,4647.73,Success,2025-06-18 04:08:08.392054,SBI
T506351,U024,M012,44286.09,Success,2025-06-01 04:59:54.392382,ICICI
T295646,U058,M002,13238.47,Success,2025-06-10 11:53:37.392791,Kotak
T376195,U029,M027,13501.24,Success,2025-05-02 07:51:37.393171,Kotak
T258471,U097,M023,33406.68,Success,2025-05-04 15:56:34.393518,ICICI
T800596,U045,M026,27118.31,Success,2025-07-08 18:54:09.393888,Axis
T718372,U030,M018,3143.09,Success,2025-06-02 22:15:10.394225,Kotak
T958160,U067,M014,48284.82,Success,2025-07-02 01:12:52.394556,Axis
T597889,U074,M029,11858.54,Success,2025-05-25 08:36:22.394952,Axis
T182790,U051,M029,42711.6,Success,2025-04-29 17:09:12.395294,HDFC
T626491,U074,M029,25889.19,Success,2025-06-20 19:53:16.395625,Axis
T810446,U080,M005,6102.07,Success,2025-07-08 20:36:28.395966,HDFC
T570852,U023,M006,48611.03,Success,2025-07-13 20:04:49.396312,Kotak
T302087,U017,M002,21226.41,Failed,2025-07-01 16:01:40.396671,SBI
T556542,U026,M027,31398.59,Success,2025-07-16 07:50:35.397008,Axis
T723952,U034,M011,45549.14,Success,2025-07-24 02:24:35.397397,Kotak
T946561,U009,M003,19466.15,Success,2025-06-03 22:08:04.397734,ICICI
T678870,U042,M028,13882.42,Success,2025-06-09 19:48:49.398067,Kotak
T112964,U090,M020,29420.05,Success,2025-07-11 05:41:23.398400,ICICI
T539976,U015,M014,7567.15,Success,2025-06-20 08:29:23.398729,HDFC
T716493,U075,M025,48245.1,Success,2025-05-06 01:43:21.399122,Axis
T210766,U073,M025,5139.42,Failed,2025-05-24 02:52:29.399464,SBI
T661652,U045,M029,20603.41,Success,2025-06-02 12:47:10.399797,Axis
T786594,U063,M019,30487.21,Success,2025-04-29 23:31:53.400127,Kotak
T280564,U036,M013,7278.25,Failed,2025-06-24 10:29:59.400472,ICICI
T813884,U089,M013,2035.25,Success,2025-07-21 17:05:18.400807,HDFC
T447596,U089,M008,2559.62,Success,2025-06-11 11:34:08.401182,HDFC
T381631,U048,M001,16959.52,Success,2025-07-12 09:34:25.401528,ICICI
T417776,U040,M009,42158.04,Failed,2025-07-18 16:03:44.401860,Kotak
T830000,U088,M004,48627.58,Success,2025-05-18 11:24:34.402253,HDFC
T240913,U039,M024,22211.22,Success,2025-07-15 12:32:17.402597,SBI
T436454,U035,M024,20896.96,Success,2025-06-28 00:28:55.402929,ICICI
T193624,U025,M015,10648.39,Success,2025-07-15 08:13:05.403259,HDFC
T526949,U095,M016,37998.72,Success,2025-07-19 12:55:37.403599,Axis
T492073,U008,M017,39595.37,Success,2025-05-02 17:07:44.403977,Axis
T426236,U091,M017,20228.92,Success,2025-07-11 02:57:55.404376,SBI
T992647,U068,M029,28476.75,Success,2025-05-13 05:04:03.404760,ICICI
T302127,U026,M027,2975.61,Success,2025-04-29 13:17:29.405139,Axis
T578621,U007,M030,18082.72,Success,2025-05-15 16:11:22.405489,ICICI
T387286,U048,M027,23264.5,Success,2025-06-03 21:10:22.405833,ICICI
T766275,U016,M022,1625.1,Success,2025-06-01 12:08:26.406169,Kotak
T612530,U077,M015,8961.43,Failed,2025-07-19 20:35:50.406499,ICICI
T597635,U076,M018,17553.02,Success,2025-05-12 05:14:40.406828,SBI
T978343,U034,M024,41560.42,Success,2025-05-05 02:51:31.407225,Kotak
T398916,U004,M013,2577.59,Success,2025-07-18 05:46:41.407588,SBI
T700056,U100,M007,42869.85,Success,2025-06-28 04:44:05.407947,Axis
T336047,U087,M007,13527.27,Failed,2025-06-05 02:27:04.408335,Kotak
T638214,U003,M028,39037.15,Success,2025-07-09 20:48:15.408740,Axis
T815338,U002,M016,45584.62,Success,2025-06-28 04:42:55.409160,HDFC
T281614,U077,M026,522.34,Success,2025-05-20 20:20:33.409525,ICICI
T737894,U040,M023,48354.52,Success,2025-06-27 17:55:25.409860,Kotak
T388755,U055,M029,18886.13,Success,2025-05-30 04:46:53.410196,ICICI
T581294,U033,M007,23388.23,Failed,2025-07-01 02:12:42.410611,Axis
T645928,U080,M013,29265.91,Success,2025-04-27 01:21:04.410951,HDFC
T636361,U085,M027,41984.98,Success,2025-06-19 20:31:12.411296,SBI
T778787,U077,M020,14205.58,Success,2025-07-01 19:01:42.411630,ICICI
T213355,U062,M003,16880.55,Success,2025-05-23 04:28:58.411961,HDFC
T771712,U042,M028,13916.56,Success,2025-06-29 01:05:59.412299,Kotak
T845635,U084,M010,9499.17,Success,2025-06-15 13:36:42.412702,SBI
T902658,U031,M029,2933.06,Success,2025-07-18 13:55:11.413047,ICICI
T941339,U077,M013,33060.46,Success,2025-07-01 10:30:22.413464,ICICI
T246726,U093,M001,32804.49,Success,2025-05-25 01:02:20.413826,Axis
T372028,U054,M013,19474.92,Success,2025-04-29 18:31:46.414182,HDFC
T711344,U091,M019,40819.13,Success,2025-05-29 15:52:02.414519,SBI
T861842,U092,M008,34347.27,Success,2025-06-27 07:36:31.414880,Kotak
T923024,U061,M030,47039.33,Success,2025-05-31 03:35:20.415220,ICICI
T631958,U039,M028,8582.33,Success,2025-06-29 04:35:00.415552,SBI
T685365,U024,M010,4970.39,Success,2025-05-08 18:21:42.415881,ICICI
T876909,U034,M024,40436.36,Success,2025-07-09 09:57:30.416208,Kotak
T291961,U088,M029,16848.06,Success,2025-05-05 00:18:50.416564,HDFC
T333049,U046,M008,37236.08,Success,2025-05-26 03:47:26.416901,Axis
T540897,U043,M012,13101.91,Success,2025-05-24 21:25:08.417280,Axis
T586288,U016,M016,2778.48,Success,2025-06-26 22:28:54.417620,Kotak
T711922,U075,M020,3653.67,Success,2025-07-21 16:44:35.417953,Axis
T303993,U065,M004,43388.14,Success,2025-06-02 09:35:02.418283,ICICI
T655575,U039,M014,2797.69,Success,2025-07-18 06:45:11.418612,SBI
T258102,U018,M007,17199.23,Failed,2025-06-20 15:02:12.418952,ICICI
T579798,U019,M011,43133.46,Success,2025-05-13 20:29:31.419286,HDFC
T916779,U011,M016,16698.21,Success,2025-05-13 12:15:38.419614,HDFC
T428638,U082,M002,335.2,Success,2025-05-22 21:35:47.419945,ICICI
T319553,U098,M025,8513.43,Success,2025-07-09 13:36:23.420275,HDFC
T266131,U063,M026,38202.1,Success,2025-05-04 21:22:53.420625,Kotak
T235691,U079,M014,31711.03,Success,2025-06-04 12:12:18.420958,Kotak
T549865,U062,M013,332.99,Success,2025-06-17 04:02:02.421337,HDFC
T309100,U094,M012,47508.42,Failed,2025-07-21 22:45:20.421674,SBI
T437864,U097,M027,26598.59,Success,2025-04-28 01:58:40.422004,ICICI
T809621,U001,M021,36706.8,Success,2025-05-18 07:28:03.422339,Axis
T827213,U045,M010,6533.65,Success,2025-06-02 13:58:03.422671,Axis
T627786,U076,M010,8434.31,Success,2025-07-15 07:55:31.422999,SBI
T147939,U039,M010,22850.72,Success,2025-06-15 20:35:24.423331,SBI
T725339,U068,M011,21739.89,Success,2025-07-02 00:32:38.423678,ICICI
T240288,U044,M029,24559.92,Success,2025-07-08 04:07:34.424049,Axis
T297579,U022,M030,45918.45,Success,2025-06-04 12:12:03.424389,Axis
T120053,U030,M008,36385.72,Success,2025-05-09 01:57:42.424749,Kotak
T321449,U094,M001,29525.67,Success,2025-05-12 17:59:35.425122,SBI
T229144,U047,M023,32561.96,Success,2025-04-29 23:17:36.425469,Axis
T493417,U082,M009,38585.36,Success,2025-06-25 20:14:22.425818,ICICI
T150947,U077,M002,33132.3,Success,2025-06-28 19:09:11.426152,ICICI
T976735,U003,M002,34518.51,Failed,2025-06-05 19:23:15.426531,Axis
T565897,U049,M004,27409.39,Success,2025-06-11 09:39:13.426855,SBI
T835962,U020,M007,34790.08,Success,2025-06-26 12:57:43.427169,SBI
T109756,U039,M014,33117.06,Success,2025-06-29 15:55:38.427482,SBI
T645583,U035,M020,30321.15,Success,2025-05-09 15:50:40.427794,ICICI
T539170,U014,M017,35966.43,Success,2025-05-07 18:34:18.428104,ICICI
T396439,U015,M026,5402.56,Success,2025-05-15 15:06:37.428416,HDFC
T738584,U026,M025,13223.4,Success,2025-06-16 03:14:56.428748,Axis
T311469,U046,M023,20546.84,Success,2025-05-11 21:55:40.429088,Axis
T141319,U071,M016,45526.8,Success,2025-07-02 03:51:41.429461,HDFC
T604012,U043,M008,236.63,Success,2025-06-30 13:14:56.429785,Axis
T193326,U015,M027,28750.22,Failed,2025-06-13 07:34:34.430099,HDFC
T256389,U012,M025,25634.1,Success,2025-07-05 14:15:20.430419,ICICI
T858724,U013,M029,12869.02,Success,2025-05-18 18:52:22.430734,Kotak
T578938,U038,M009,23267.44,Failed,2025-05-06 00:48:06.431046,SBI
T952679,U023,M028,2068.28,Success,2025-05-24 13:18:03.431355,Kotak
T477712,U087,M011,21357.16,Failed,2025-05-07 14:17:57.431665,Kotak
T199613,U098,M029,2389.87,Success,2025-07-18 01:31:52.431975,HDFC
T245117,U085,M021,8608.56,Success,2025-05-31 01:19:46.432286,SBI
T558976,U080,M009,43935.93,Success,2025-05-05 08:49:21.432616,HDFC
T490722,U044,M006,5780.22,Success,2025-06-04 04:52:51.432931,Axis
T578715,U035,M027,19347.2,Success,2025-07-17 22:26:19.433286,ICICI
T601476,U054,M021,44317.58,Success,2025-05-12 12:51:10.433602,HDFC
